UniqueID ,Customer problems,Customer comments after the ticket is closed,problem_text,comment_text,problem_category,comment_category
250604.0013906,"Sau khi thanh toán 2 lần không thành công bằng momo, phía quán đã yêu cầu thanh toán bằng hình thức khác, tôi đã chuyển khoản cho họ, phía momo vẫn giam của tôi 2 lần 42000đ, và đến hôm nay thì báo thanh toán thành công.",Đã xữ lý xong,sau khi thanh toán 2 lần không thành công bằng momo phía quán đã yêu cầu thanh toán bằng hình thức khác tôi đã chuyển khoản cho họ phía momo vẫn giam của tôi 2 lần 42000đ và đến hôm nay thì báo thanh toán thành công,đã xữ lý xong,Transfer issues / Recipient not received,Other
250604.0002762,"Trong điều khoản có sản phẩm bánh mì mè Hàn Quốc, khi thanh toán có bánh mì mè Hàn Quốc nhưng ko dc áp mã giảm 20k đơn 50k. Tôi muốn giải quyết vấn đề này vì sản phẩm trong danh sách đã không được ghi rõ","Đúng 1 tuần sau mới phản hồi khách hàng. Trong danh sách sản phẩm liệt kê thì không ghi rõ ràng, rồi bảo tôi chọn lại sản phẩm như nào khi mà sau thanh toán mới biết dc áp mã đúng ko?",trong điều khoản có sản phẩm bánh mì mè hàn quốc khi thanh toán có bánh mì mè hàn quốc nhưng ko dc áp mã giảm 20k đơn 50k tôi muốn giải quyết vấn đề này vì sản phẩm trong danh sách đã không được ghi rõ,đúng 1 tuần sau mới phản hồi khách hàng trong danh sách sản phẩm liệt kê thì không ghi rõ ràng rồi bảo tôi chọn lại sản phẩm như nào khi mà sau thanh toán mới biết dc áp mã đúng ko,Other / Unclear,Unresolved / Not solved
250604.0003277,"tôi đã thanh toán thành công tiền rồi 
nhưng hệ thống trả góp chx nhận",bên trả góp vẫn đòi tiền ,tôi đã thanh toán thành công tiền rồi nhưng hệ thống trả góp chx nhận,bên trả góp vẫn đòi tiền,Loan / BNPL / Debt issues,Other
250604.0000673,"Tôi bị trừ tiền mà không cần xác minh trên momo,dịch vụ tôi không hề đăng ký là google",Tự động thanh toán không cần xác nhận,tôi bị trừ tiền mà không cần xác minh trên momo dịch vụ tôi không hề đăng ký là google,tự động thanh toán không cần xác nhận,Money missing / Deducted but not received,Other
250604.0014597,tôi không thực hiện thanh toán giao dịch này xin hãy giúp tôi hoàn tiền,vô dụng,tôi không thực hiện thanh toán giao dịch này xin hãy giúp tôi hoàn tiền,vô dụng,Refund not processed,Angry / Escalation
250604.0013741,Đã chuyển tiền thành công mà người nhận không nhận được,Dịch vụ kém. K nói lý do sao trừ tiền mà bị treo 9 ngày. K nói lỗi. Cứ bảo kiếm tra bên ng nhận. Trong khi bên momo loi. Sẽ nói mọi ng ví điện tử momo. Kém,đã chuyển tiền thành công mà người nhận không nhận được,dịch vụ kém k nói lý do sao trừ tiền mà bị treo 9 ngày k nói lỗi cứ bảo kiếm tra bên ng nhận trong khi bên momo loi sẽ nói mọi ng ví điện tử momo kém,Transfer issues / Recipient not received,Unresolved / Not solved
250604.0002641,"Nội dung KH: Không hề xử lý được
 Hỗ trợ thêm từ: 250603.0008098",Đã ổn hơn,nội dung kh không hề xử lý được hỗ trợ thêm từ 250603 0008098,đã ổn hơn,Other / Unclear,Resolved / Very satisfied
250604.0000354,"Nội dung KH: điểm tin cậy tôi lên tôi chi tiêu cũng nhiều mà tôi đợi 3 tháng r vẫn ch đc
 Hỗ trợ thêm từ: 250527.0008054",dùm ơn mở cho tôi cái vay nhanh,nội dung kh điểm tin cậy tôi lên tôi chi tiêu cũng nhiều mà tôi đợi 3 tháng r vẫn ch đc hỗ trợ thêm từ 250527 0008054,dùm ơn mở cho tôi cái vay nhanh,Promotion / Reward / Point issues,Unresolved / Not solved
250604.0009563,Tôi đã mua gì tại sao lại trừ tiền ,Trừ 129k tiền gì không biết luôn mới chưa đc 10 ngày trừ 129k tiếp … t gỡ luôn cái momo này luôn dễ lấy tiền người dùng quá ,tôi đã mua gì tại sao lại trừ tiền,trừ 129k tiền gì không biết luôn mới chưa đc 10 ngày trừ 129k tiếp t gỡ luôn cái momo này luôn dễ lấy tiền người dùng quá,Money missing / Deducted but not received,Unresolved / Not solved
250604.0013096,"Tôi muốn yêu cầu hoàn trả tiền, về Apple và bên MoMo tự ý mua mục mà tôi không yêu cầu ",Tôi đã được bên phía Apple hoàn trả tiền ,tôi muốn yêu cầu hoàn trả tiền về apple và bên momo tự ý mua mục mà tôi không yêu cầu,tôi đã được bên phía apple hoàn trả tiền,Refund not processed,Other
250604.0000642,Tô. Muôn hoan. Lai tỉn,Ok,tô muôn hoan lai tỉn,ok,Other / Unclear,Neutral / Acknowledged
250604.0004736,Thông tin tên ví MoMo là HANG VAN TOAN mà cccd là HOANG VAN TOAN.Tôi muốn sửa lại thông tin MoMo,Tên tài khoản ví điện tử MoMo vẫn chưa sửa lại dc vẫn là HANG VAN TOAN.tôi muốn sửa lại là HOANG VAN TOAN.theo cccd của mình ạ.,thông tin tên ví momo là hang van toan mà cccd là hoang van toan tôi muốn sửa lại thông tin momo,tên tài khoản ví điện tử momo vẫn chưa sửa lại dc vẫn là hang van toan tôi muốn sửa lại là hoang van toan theo cccd của mình ạ,Account / Identity issues,Unresolved / Not solved
250604.0010557,"Nội dung KH: Thấy ngân hàng bên kia báo vẫn chưa nhận đc là sao ạ

 Hỗ trợ thêm từ: 250529.0004421",Bên kia báo vẫn chưa chuyển đến tài khoản ngân hàng của họ ạ,nội dung kh thấy ngân hàng bên kia báo vẫn chưa nhận đc là sao ạ hỗ trợ thêm từ 250529 0004421,bên kia báo vẫn chưa chuyển đến tài khoản ngân hàng của họ ạ,Money missing / Deducted but not received,Unresolved / Not solved
250604.0016497,Tiền khi nào hoàn lại hoặc gửi tiếp 2 đơn  từ tối hôm qua tới giờ ,Kiểm tra lại 2 bên và hoàn tiền lại giúp ,tiền khi nào hoàn lại hoặc gửi tiếp 2 đơn từ tối hôm qua tới giờ,kiểm tra lại 2 bên và hoàn tiền lại giúp,Refund not processed,Other
250604.0011584,Bên ngân hàng tôi đã bị trừ tiền nhưng không thấy số tiền được cộng vào,"Tiền vẫn chưa cộng,bên phía MBBank bảo tôi liên hệ bên momo,còn momo thì ngược lại",bên ngân hàng tôi đã bị trừ tiền nhưng không thấy số tiền được cộng vào,tiền vẫn chưa cộng bên phía mbbank bảo tôi liên hệ bên momo còn momo thì ngược lại,Money missing / Deducted but not received,Unresolved / Not solved
250604.0014874,"Nội dung KH: người thụ hưởng vẫn chưa nhận được tiền vào tài khoản zalo pay
 Hỗ trợ thêm từ: 250603.0019938",giải quyết quá lâu,nội dung kh người thụ hưởng vẫn chưa nhận được tiền vào tài khoản zalo pay hỗ trợ thêm từ 250603 0019938,giải quyết quá lâu,Money missing / Deducted but not received,Dissatisfied / Complaint
250604.0001073,Tài khoản nhận chưa được cộng tiền,Tôi không nhận được khoảng tiền nào trong thời gian đó,tài khoản nhận chưa được cộng tiền,tôi không nhận được khoảng tiền nào trong thời gian đó,Account / Identity issues,Other
250604.0014162,"Nội dung KH: Bên zalopay người nhận vẫn chưa nhận được tiền 
 Hỗ trợ thêm từ: 250603.0019792",Tôi cần đối soát ngân hàng vì người nhận vẫn chưa có thông báo cập Nhật số dư tài khoản ,nội dung kh bên zalopay người nhận vẫn chưa nhận được tiền hỗ trợ thêm từ 250603 0019792,tôi cần đối soát ngân hàng vì người nhận vẫn chưa có thông báo cập nhật số dư tài khoản,Money missing / Deducted but not received,Unresolved / Not solved
250604.0000183,chưa có thông báo nhận tiền ,Hiện tại chưa nhận được tiền,chưa có thông báo nhận tiền,hiện tại chưa nhận được tiền,Money missing / Deducted but not received,Unresolved / Not solved
250604.0016891,Em vẫn chưa nhận đc tiền,Rất chi là lâu hỗ trợ,em vẫn chưa nhận đc tiền,rất chi là lâu hỗ trợ,Money missing / Deducted but not received,Unresolved / Not solved
250604.0014454,"ng nhận ch nhận dc tiền vào tk e muốn hoàn lại tiền
",ng nhận vẫn ch nhận dc đã cập nhật lại áp ứng dụng,ng nhận ch nhận dc tiền vào tk e muốn hoàn lại tiền,ng nhận vẫn ch nhận dc đã cập nhật lại áp ứng dụng,Refund not processed,Unresolved / Not solved
250613.0001199,Hoàn tiền chi tiêu ,"Tôi muốn hoàn trả chi tiêu về cho tôi, vì tôi thấy ứng dụng này ko phù hợp ",hoàn tiền chi tiêu,tôi muốn hoàn trả chi tiêu về cho tôi vì tôi thấy ứng dụng này ko phù hợp,Refund not processed,Unresolved / Not solved
250613.0003427,"Tại sao bị trừ tiền

",Chưa hoàn trả tiền với dịch vụ k đăng ký,tại sao bị trừ tiền,chưa hoàn trả tiền với dịch vụ k đăng ký,Money missing / Deducted but not received,Unresolved / Not solved
250613.0002358,Tôi đăng ký gói ko thành công nhờ hổ trợ hoàn tiền,"Vẫn chưa được giải quyết hoàn tiền về tài khoảng liên kết
",tôi đăng ký gói ko thành công nhờ hổ trợ hoàn tiền,vẫn chưa được giải quyết hoàn tiền về tài khoảng liên kết,Refund not processed,Unresolved / Not solved
250613.0012178,Đã tất toán tốt các khoản mà đăng kí vay lại liên tục bị từ chối :))?,Tôi muốn vay nhanh ,đã tất toán tốt các khoản mà đăng kí vay lại liên tục bị từ chối,tôi muốn vay nhanh,Loan / BNPL / Debt issues,Other
250613.0000572,"Nội dung KH: dấu hiệu gì vậy e? cho a câu tl chính xác?
 Hỗ trợ thêm từ: 250610.0004027","tôi và người được giới thiệu làm đúng bước nhưng ko nhận được quà?
",nội dung kh dấu hiệu gì vậy e cho a câu tl chính xác hỗ trợ thêm từ 250610 0004027,tôi và người được giới thiệu làm đúng bước nhưng ko nhận được quà,Other / Unclear,Other
250613.0011454,Vâng anh chị hộ trợ em,Hộ trợ e với,vâng anh chị hộ trợ em,hộ trợ e với,Other / Unclear,Other
250613.0007327,Không sử dụng đc mã 68tr,Tốt trả lời nhanh,không sử dụng đc mã 68tr,tốt trả lời nhanh,Other / Unclear,Other
250613.0005752,"Rút tiền lỗi rồi 
",Chưa. Rút tiền lỗi rồi ,rút tiền lỗi rồi,chưa rút tiền lỗi rồi,Other / Unclear,Unresolved / Not solved
250613.0001699,"Nội dung KH: Momo chưa hoàn tiền lại
 Hỗ trợ thêm từ: 250611.0001747",Tôi hài lòng .momo đã giải quyết  vấn đề xong nhanh chóng kịp thời .cảm ơn các bạn rất nhiều,nội dung kh momo chưa hoàn tiền lại hỗ trợ thêm từ 250611 0001747,tôi hài lòng momo đã giải quyết vấn đề xong nhanh chóng kịp thời cảm ơn các bạn rất nhiều,Refund not processed,Unresolved / Not solved
250613.0001704,"Nội dung KH: Mong hộ trợ hoàn trả nhanh chóng giúp mình
 Hỗ trợ thêm từ: 250612.0001609",Chưa được giải quyết ,nội dung kh mong hộ trợ hoàn trả nhanh chóng giúp mình hỗ trợ thêm từ 250612 0001609,chưa được giải quyết,Refund not processed,Unresolved / Not solved
250613.0003089,"Đã đăng ký thành công nhưng ko có đata 
",Vẫn chưa đc hoàn tiền hay đatta ,đã đăng ký thành công nhưng ko có đata,vẫn chưa đc hoàn tiền hay đatta,Other / Unclear,Unresolved / Not solved
250613.0003127,"Mình có đăng kí gói 12k 2,5GB trong 1 ngày thì đã thanh toán đầy đủ nhưng giao dịch bị thất bại do hệ thống gặp lỗi, mình yêu cầu Momo xử lý giúp mình hoặc là hoàn tiền lại cho mình ạ",Vẫn chưa hoàn tiền,mình có đăng kí gói 12k 2 5gb trong 1 ngày thì đã thanh toán đầy đủ nhưng giao dịch bị thất bại do hệ thống gặp lỗi mình yêu cầu momo xử lý giúp mình hoặc là hoàn tiền lại cho mình ạ,vẫn chưa hoàn tiền,Refund not processed,Unresolved / Not solved
250613.0009396,"Nạp thành công tra cứu không có tiền
",Chưa có cộng 50k nha bạn,nạp thành công tra cứu không có tiền,chưa có cộng 50k nha bạn,Other / Unclear,Unresolved / Not solved
250613.0012271,"Tên hành khách của tôi bị thiếu 01 chữ N, tôi muốn thêm vào để đảm bảo trùng khớp với giấy tờ cá nhân. Tôi đã thanh toán đầy đủ cho vé này.","Rất ưng ý, nhân viên MOMO quá nhiệt tình hỗ trợ từ sáng sớm dù hôm đó là thứ 7. Cảm ơn bạn Hằng rất nhiều",tên hành khách của tôi bị thiếu 01 chữ n tôi muốn thêm vào để đảm bảo trùng khớp với giấy tờ cá nhân tôi đã thanh toán đầy đủ cho vé này,rất ưng ý nhân viên momo quá nhiệt tình hỗ trợ từ sáng sớm dù hôm đó là thứ 7 cảm ơn bạn hằng rất nhiều,Other / Unclear,Neutral / Acknowledged
250613.0001777,"Nội dung KH: Vẫn chưa thấy mail sao kê số dư tài khoản ví thần tài và ví momo , giao dịch ở tài khoản momo 0902144076 trong 6 tháng gần đây . Đã gửi yêu cầu ?
 Hỗ trợ thêm từ: 250612.0003603",Chưa giải quyết vấn đề . Momo bị làm sao vậy ? Khách gửi phản hồi liên tục mà cứ làm ngơ ,nội dung kh vẫn chưa thấy mail sao kê số dư tài khoản ví thần tài và ví momo giao dịch ở tài khoản momo 0902144076 trong 6 tháng gần đây đã gửi yêu cầu hỗ trợ thêm từ 250612 0003603,chưa giải quyết vấn đề momo bị làm sao vậy khách gửi phản hồi liên tục mà cứ làm ngơ,Account / Identity issues,Unresolved / Not solved
250613.0005577,"Tôi tthanh toán tiền nước 2 lần. Ra bên thu tiền  nước check lại ,bênđấy báo mới nhận dc 1 lần tiền  liên hệ laik cả ví momo rút lại tiền",Ví Momo rất uy tín và cskh tốt,tôi tthanh toán tiền nước 2 lần ra bên thu tiền nước check lại bênđấy báo mới nhận dc 1 lần tiền liên hệ laik cả ví momo rút lại tiền,ví momo rất uy tín và cskh tốt,Transfer issues / Recipient not received,Other
250613.0009568,Mình chuyển về tài khoản liên kết của mình sao ko dc,Momo ko cho chuyển tiền về tk liên kết vậy mà hôm quá mình muốn chuyển tiền đi ko cho chuyển mà lại chuyển từ ngân hàng liên kết sang ví momo. Mình thấy nó cứ sao ấy,mình chuyển về tài khoản liên kết của mình sao ko dc,momo ko cho chuyển tiền về tk liên kết vậy mà hôm quá mình muốn chuyển tiền đi ko cho chuyển mà lại chuyển từ ngân hàng liên kết sang ví momo mình thấy nó cứ sao ấy,Account / Identity issues,Unresolved / Not solved
250613.0011666,"Tôi mới có 4 lượt chăm heo hàng xóm nhưng momo báo hết lượt và không thể chăm hx lượt thứ 5.
Rất mong momo khắc phục giúp 
Xin cảm ơn!",Cảm ơn Momo đã giúp đỡ ,tôi mới có 4 lượt chăm heo hàng xóm nhưng momo báo hết lượt và không thể chăm hx lượt thứ 5 rất mong momo khắc phục giúp xin cảm ơn,cảm ơn momo đã giúp đỡ,Other / Unclear,Neutral / Acknowledged
250613.0005351,Muốn yêu cầu hoàn lại tiền,Mình liên hệ canva nhưng họ báo k nhận được hoá đơn thanh toán vào ngày 13/06,muốn yêu cầu hoàn lại tiền,mình liên hệ canva nhưng họ báo k nhận được hoá đơn thanh toán vào ngày 13 06,Refund not processed,Unresolved / Not solved
250613.0010734,"Nội dung KH: cái quan trọng là em k nạp vào số đó ạ
 Hỗ trợ thêm từ: 250608.0000657",chua giải quyết xong,nội dung kh cái quan trọng là em k nạp vào số đó ạ hỗ trợ thêm từ 250608 0000657,chua giải quyết xong,Other / Unclear,Unresolved / Not solved
250613.0006938,Mình đóng tiền ví trả sau momo rồi mà cứ gọi nhắc mãi cho hỏi có phải lừa đảo không ạ ,"Sau khi tổng đài khóa tài khoản mà không vô lại được để ,xóa ví momo khi tất toán khoản vay thì còn cách nào khác để xóa ví sau khi hết nợ không ạ ",mình đóng tiền ví trả sau momo rồi mà cứ gọi nhắc mãi cho hỏi có phải lừa đảo không ạ,sau khi tổng đài khóa tài khoản mà không vô lại được để xóa ví momo khi tất toán khoản vay thì còn cách nào khác để xóa ví sau khi hết nợ không ạ,Loan / BNPL / Debt issues,Unresolved / Not solved
250613.0001933,Giao dịch k thành công k biết đã mua gì,"Chưa giải quyết được gì 
",giao dịch k thành công k biết đã mua gì,chưa giải quyết được gì,Other / Unclear,Unresolved / Not solved
250613.0012329,Cửa hàng giả danh lừa đảo chiếm đoạt số tiền của tôi. Và tôi cần báo công an để lấy lại tiền của tôi,Cảm ơn bên nhân viên đã hỗ trợ,cửa hàng giả danh lừa đảo chiếm đoạt số tiền của tôi và tôi cần báo công an để lấy lại tiền của tôi,cảm ơn bên nhân viên đã hỗ trợ,Fraud / Scam,Neutral / Acknowledged
250613.0000881,"Nội dung KH: Tôi muốn hoàn tất hs vay
 Hỗ trợ thêm từ: 250612.0010626",Không vậy lại được đang trong tình trạng hàng chờ ,nội dung kh tôi muốn hoàn tất hs vay hỗ trợ thêm từ 250612 0010626,không vậy lại được đang trong tình trạng hàng chờ,Loan / BNPL / Debt issues,Unresolved / Not solved
250613.0003288,Cho mình hỏi khách hàng gửi tiền vào cho mình.tiền đã trừ ngân hàng .mà tiền k vào ví.có lên ngân hàng kiểm tra.ngân hàng báo bên ngân hàng momo treo tiền .mong kiểm tra và giải quyết dùm mình.cám ơn,Qua giờ k dc giải quyết.nói chuyện toàn gặp tự động trả lời,cho mình hỏi khách hàng gửi tiền vào cho mình tiền đã trừ ngân hàng mà tiền k vào ví có lên ngân hàng kiểm tra ngân hàng báo bên ngân hàng momo treo tiền mong kiểm tra và giải quyết dùm mình cám ơn,qua giờ k dc giải quyết nói chuyện toàn gặp tự động trả lời,Other / Unclear,Unresolved / Not solved
250613.0002447,"Nội dung KH: Momo làm đối tác với Google để phân phối sản phẩm nhưng lại không có phương án giải quyết cho khách hàng. Tuy chỉ là số tiền nhỏ nhưng thể hiện sự thiếu trách nhiệm với sản khách hàng và sản phẩm bán ra.
 Hỗ trợ thêm từ: 250608.0000443",Trả lời vòng vo. Không có phương án giải quyết cho khách hàng,nội dung kh momo làm đối tác với google để phân phối sản phẩm nhưng lại không có phương án giải quyết cho khách hàng tuy chỉ là số tiền nhỏ nhưng thể hiện sự thiếu trách nhiệm với sản khách hàng và sản phẩm bán ra hỗ trợ thêm từ 250608 0000443,trả lời vòng vo không có phương án giải quyết cho khách hàng,Partner platform issues,Unresolved / Not solved
250613.0010897,0362703530,Hỗ trợ trắc học và nhanh bước 2 giùm cái coi trời ơi,0362703530,hỗ trợ trắc học và nhanh bước 2 giùm cái coi trời ơi,Other / Unclear,Other
250613.0008698,để xuất mở rộng dịch vụ ,#250613.0008698,để xuất mở rộng dịch vụ,250613 0008698,Promotion / Reward / Point issues,Other
250613.0000519,Trợ giúp ứng dụng ,Trợ giúp mã của tôi ,trợ giúp ứng dụng,trợ giúp mã của tôi,Other / Unclear,Other
250613.0008546,Chuyển tiền qua không đc nhưng tài khoản đã bị trừ ,Ch nhận lại tiền đã ck ,chuyển tiền qua không đc nhưng tài khoản đã bị trừ,ch nhận lại tiền đã ck,Money missing / Deducted but not received,Unresolved / Not solved
250613.0010862,Tôi đăng ký data nhưng nhầm thành đăng ký gói xem phim ,Tôi chưa được hoàn trả gói,tôi đăng ký data nhưng nhầm thành đăng ký gói xem phim,tôi chưa được hoàn trả gói,Partner platform issues,Unresolved / Not solved
250613.0002269,Mình muốn yêu cầu huỷ tài khoản momo vì không có nhu cầu sử dụng nữa.,Phức tạp. Mình là chủ sở hữu số điện thoại đăng ký momo. Đơn giản cho mình xác nhận otp huỷ thôi. Tại sao phải đòi cccd?,mình muốn yêu cầu huỷ tài khoản momo vì không có nhu cầu sử dụng nữa,phức tạp mình là chủ sở hữu số điện thoại đăng ký momo đơn giản cho mình xác nhận otp huỷ thôi tại sao phải đòi cccd,Unauthorized / Auto charge,Unresolved / Not solved
250613.0003586,Bị chuyển nhầm stk và ngân hàng,Làm ăn kiểu gì mà ck nhầm k thu hồi . Được  . Đã là momo ck thì ck nhầm phải thu hồi chứ ? ,bị chuyển nhầm stk và ngân hàng,làm ăn kiểu gì mà ck nhầm k thu hồi được đã là momo ck thì ck nhầm phải thu hồi chứ,Transfer issues / Recipient not received,Unresolved / Not solved
250612.0006614,"Tôi nạp tiền 1 lần mà mất tới 3 lần vậy
Yêu cầu hoàn tiền cho tôi
","Chưa giai quyết cho tôi
",tôi nạp tiền 1 lần mà mất tới 3 lần vậy yêu cầu hoàn tiền cho tôi,chưa giai quyết cho tôi,Transfer issues / Recipient not received,Unresolved / Not solved
250612.0006194,"Nội dung KH: Sao tra hoan tien lai dc ban
 Hỗ trợ thêm từ: 250611.0009034",Trả hoan tiền sao lấy lai dc ban,nội dung kh sao tra hoan tien lai dc ban hỗ trợ thêm từ 250611 0009034,trả hoan tiền sao lấy lai dc ban,Other / Unclear,Other
250612.0002763,sao momo tự động trừ tiền mua dich vụ của minh,minh ko thao tác tt momo tự động tt số tiền của minh,sao momo tự động trừ tiền mua dich vụ của minh,minh ko thao tác tt momo tự động tt số tiền của minh,Money missing / Deducted but not received,Other
250612.0003046,Tôi chưa đồng ý thanh toán tại sao lại tự động trừ tiền tôi và thanh toán,Chưa được hổ trợ,tôi chưa đồng ý thanh toán tại sao lại tự động trừ tiền tôi và thanh toán,chưa được hổ trợ,Money missing / Deducted but not received,Unresolved / Not solved
250612.0003652,tại sao lại trừ tiền trong khi tôi không gia hạn,chưa giải quyết và hoàn tiền cho tôi,tại sao lại trừ tiền trong khi tôi không gia hạn,chưa giải quyết và hoàn tiền cho tôi,Money missing / Deducted but not received,Unresolved / Not solved
250612.0009592,"Sao em chưa vay lại được ạ
",Chưa hỗ trợ cho vay lại ạ,sao em chưa vay lại được ạ,chưa hỗ trợ cho vay lại ạ,Loan / BNPL / Debt issues,Unresolved / Not solved
250612.0008602,"Tôi muốn vay nhanh bên momo
",Vay mà k cho vay,tôi muốn vay nhanh bên momo,vay mà k cho vay,Loan / BNPL / Debt issues,Unresolved / Not solved
250612.0005216,"đã đóng tháng 9 nhưng còn thông báo chưa đóng tiền, bên kia còn đòi thêm 45k. 45k dẹp ","Đã thanh toán nhưng chưa cập nhật khoản vay, cập nhật gấp, tránh thưa kiện",đã đóng tháng 9 nhưng còn thông báo chưa đóng tiền bên kia còn đòi thêm 45k 45k dẹp,đã thanh toán nhưng chưa cập nhật khoản vay cập nhật gấp tránh thưa kiện,Other / Unclear,Angry / Escalation
250612.0001223,quà cổ phiếu bị mất,Vậy qui đổi là làm sao ạ?. Này e thấy e đã qui đổi và hiển thi rồi mà. Nhưng sau đó lại mất,quà cổ phiếu bị mất,vậy qui đổi là làm sao ạ này e thấy e đã qui đổi và hiển thi rồi mà nhưng sau đó lại mất,Promotion / Reward / Point issues,Other
250612.0009146,"Trừ tiền ví thần tài thông báo chuyển tiền thành công sao người nhận chưa nhận được tiền
",Tôi bị trừ tiền mà người nhận không nhận được là sao,trừ tiền ví thần tài thông báo chuyển tiền thành công sao người nhận chưa nhận được tiền,tôi bị trừ tiền mà người nhận không nhận được là sao,Money missing / Deducted but not received,Other
250612.0001211,Rut tien tu ngan hang be ko dc,Tra lại tien về ve cho em chu,rut tien tu ngan hang be ko dc,tra lại tien về ve cho em chu,Other / Unclear,Unresolved / Not solved
250612.0009873,"sao tôi gặp vấn đề này hoài vậy, đã complaint 1 lần rồi","họ tên cccd đã khớp với tk liên kết hiện tại rồi, do app môm lưu tài tk ngân hàng cũ ( tôi đã gỡ liên kết với tk NH cũ này từ lâu) nhưng app cứ bắt phải trùng thông tin với tk cũ đã gỡ liên kết đó",sao tôi gặp vấn đề này hoài vậy đã complaint 1 lần rồi,họ tên cccd đã khớp với tk liên kết hiện tại rồi do app môm lưu tài tk ngân hàng cũ tôi đã gỡ liên kết với tk nh cũ này từ lâu nhưng app cứ bắt phải trùng thông tin với tk cũ đã gỡ liên kết đó,Other / Unclear,Dissatisfied / Complaint
250612.0012507,Chuyên nham tiền qua momo cho mình xin lấy lại di,Văn k lay lại tiền dùm đc ,chuyên nham tiền qua momo cho mình xin lấy lại di,văn k lay lại tiền dùm đc,Other / Unclear,Other
250612.0001704,Không nhận đc tiền,Chưa thấy tiền vè ví,không nhận đc tiền,chưa thấy tiền vè ví,Other / Unclear,Unresolved / Not solved
250612.0001487,"Không nhận được tiền mà các tài khoản gửi vẫn bị trừ tiền 
",Mong có thể giải quyết vấn đề treo giao dịch  tại đang cần gấp khi giải quyết xong mong nhận được thông báo,không nhận được tiền mà các tài khoản gửi vẫn bị trừ tiền,mong có thể giải quyết vấn đề treo giao dịch tại đang cần gấp khi giải quyết xong mong nhận được thông báo,Money missing / Deducted but not received,Unresolved / Not solved
250612.0001516,tiền của tôi đâu và cần lời xin lỗi,yều cầu trả tiền 😭,tiền của tôi đâu và cần lời xin lỗi,yều cầu trả tiền,Other / Unclear,Other
250612.0002498,Phản ánh 2 thẻ quà nước và 2 thẻ quà điện đổi bằng xu bị lỗi k sử dụng được này từ giữa T5 tới giờ vẫn chưa thấy trả bù thẻ quà khác tương đương là sao nhỉ?! Cả việc lỗi mục giật lì xì thanh toán hóa đơn T5 cũng chưa được xử lý nữa chứ,"Các voucher điện nước bị lỗi k sử dụng được được đổi xu trong các ngày 13,15/5 cơ mà. Đến giờ hơn 1 tháng rồi vẫn chưa được giải quyết trả bù là sao ",phản ánh 2 thẻ quà nước và 2 thẻ quà điện đổi bằng xu bị lỗi k sử dụng được này từ giữa t5 tới giờ vẫn chưa thấy trả bù thẻ quà khác tương đương là sao nhỉ cả việc lỗi mục giật lì xì thanh toán hóa đơn t5 cũng chưa được xử lý nữa chứ,các voucher điện nước bị lỗi k sử dụng được được đổi xu trong các ngày 13 15 5 cơ mà đến giờ hơn 1 tháng rồi vẫn chưa được giải quyết trả bù là sao,Promotion / Reward / Point issues,Unresolved / Not solved
250612.0009421,"Nội dung KH: Đây ạ , 3 cuộc gọi ạ 
1 cuộc gọi đến từ tài xế
2 cuộc gọi e gọi cho nhà xe 
 Hỗ trợ thêm từ: 250612.0003732",Quá hài lòng về momo các bạn rất nhiệt tình,nội dung kh đây ạ 3 cuộc gọi ạ 1 cuộc gọi đến từ tài xế 2 cuộc gọi e gọi cho nhà xe hỗ trợ thêm từ 250612 0003732,quá hài lòng về momo các bạn rất nhiệt tình,Other / Unclear,Other
250612.0012251,"Tôi muốn huỷ giao dịch này ngay lập tức
","Tiền của tôi kêu hoàn lại mà sao lại chuyển
",tôi muốn huỷ giao dịch này ngay lập tức,tiền của tôi kêu hoàn lại mà sao lại chuyển,Subscription / Cancellation issues,Unresolved / Not solved
250612.0005549,Nửa năm rồi bên kia vẫn chưa nhân được tiền giờ mình ko biết phải lấy lại tiền thế nào ,Mình chắc chắn bên kia chưa nhận được tiền,nửa năm rồi bên kia vẫn chưa nhân được tiền giờ mình ko biết phải lấy lại tiền thế nào,mình chắc chắn bên kia chưa nhận được tiền,Other / Unclear,Unresolved / Not solved
250612.0005254,??????! van ko dc,"Can dc dk vay
",van ko dc,can dc dk vay,Other / Unclear,Other
250612.0008503,Đây là số tiền mình phải đóng. Nhưng lại trừ tiền mình tận 2 lần ?,Vấn đề là tiền của mình không được hoàn lại ???,đây là số tiền mình phải đóng nhưng lại trừ tiền mình tận 2 lần,vấn đề là tiền của mình không được hoàn lại,Money missing / Deducted but not received,Other
